Latitude,Longitude,STATEFP,STATEFP (SORTED),STATEFP(NON-REFERENCE),STATE,SOYBEAN MATURITY GROUP,,,,Number,State,MATURITY GROUP
44.396308,-100,54,54,47,TENNESSEE,5,,,,,,
44.396308,-99.375,54,54,47,TENNESSEE,5,,,,,,
44.396308,-98.75,54,54,47,TENNESSEE,5,,,,,,
44.396308,-98.125,54,54,47,TENNESSEE,5,,,,,,
44.396308,-97.5,54,54,47,TENNESSEE,5,,,,,,
44.396308,-96.875,54,54,47,TENNESSEE,5,,,,,,
44.396308,-96.25,54,54,47,TENNESSEE,5,,,,,,
44.396308,-95.625,54,54,47,TENNESSEE,5,,,,,,
44.396308,-95,54,54,48,TEXAS,5,,,,,,
44.396308,-94.375,54,54,48,TEXAS,5,,,,,,
44.396308,-93.75,54,54,48,TEXAS,5,,,,,,
44.396308,-93.125,54,54,48,TEXAS,5,,,,,,
44.396308,-92.5,54,54,48,TEXAS,5,,,,,,
44.396308,-91.875,55,55,48,TEXAS,5,,,,,,
44.396308,-91.25,55,55,48,TEXAS,5,,,,,,
44.396308,-90.625,55,55,48,TEXAS,5,,,,,,
44.396308,-90,55,55,48,TEXAS,5,,,,,,
44.396308,-89.375,55,55,48,TEXAS,5,,,,,,
44.396308,-88.75,55,55,48,TEXAS,5,,,,,,
44.396308,-88.125,55,55,48,TEXAS,5,,,,,,
44.396308,-86.25,55,55,48,TEXAS,5,,,,,,
44.396308,-85.625,55,55,48,TEXAS,5,,,,,,
44.396308,-85,55,55,48,TEXAS,5,,,,,,
44.396308,-84.375,55,55,48,TEXAS,5,,,,,,
44.396308,-83.75,55,55,48,TEXAS,5,,,,,,
44.396308,-75.625,55,55,48,TEXAS,5,,,,,,
44.396308,-75,55,55,48,TEXAS,5,,,,,,
44.396308,-74.375,55,55,48,TEXAS,5,,,,,,
44.396308,-73.75,55,55,48,TEXAS,5,,,,,,
44.396308,-73.125,55,55,48,TEXAS,5,,,,,,
44.396308,-72.5,55,55,48,TEXAS,5,,,,,,
44.396308,-71.875,55,55,48,TEXAS,5,,,,,,
44.396308,-71.25,55,55,48,TEXAS,5,,,,,,
44.396308,-70.625,55,55,48,TEXAS,5,,,,,,
44.396308,-70,55,55,48,TEXAS,5,,,,,,
44.396308,-69.375,55,55,48,TEXAS,5,,,,,,
44.396308,-68.75,55,55,48,TEXAS,5,,,,,,
44.396308,-68.125,55,55,48,TEXAS,5,,,,,,
45.021308,-123.75,55,55,48,TEXAS,5,,,,,,
45.021308,-123.125,55,55,48,TEXAS,5,,,,,,
45.021308,-122.5,55,55,48,TEXAS,5,,,,,,
45.021308,-121.875,55,55,48,TEXAS,5,,,,,,
45.021308,-121.25,55,55,48,TEXAS,5,,,,,,
45.021308,-120.625,55,55,48,TEXAS,5,,,,,,
45.021308,-120,55,55,48,TEXAS,5,,,,,,
45.021308,-119.375,55,55,48,TEXAS,5,,,,,,
45.021308,-118.75,55,55,48,TEXAS,5,,,,,,
45.021308,-118.125,55,55,48,TEXAS,5,,,,,,
45.021308,-117.5,55,55,48,TEXAS,5,,,,,,
45.021308,-116.875,55,55,48,TEXAS,5,,,,,,
45.021308,-116.25,55,55,48,TEXAS,5,,,,,,
45.021308,-115.625,55,55,48,TEXAS,5,,,,,,
45.021308,-115,55,55,48,TEXAS,5,,,,,,
45.021308,-114.375,55,55,48,TEXAS,5,,,,,,
45.021308,-113.75,55,55,48,TEXAS,5,,,,,,
45.021308,-113.125,56,56,48,TEXAS,5,,,,,,
45.021308,-112.5,56,56,48,TEXAS,5,,,,,,
45.021308,-111.875,56,56,48,TEXAS,5,,,,,,
45.021308,-111.25,56,56,48,TEXAS,5,,,,,,
45.021308,-110.625,56,56,48,TEXAS,5,,,,,,
45.021308,-110,56,56,48,TEXAS,5,,,,,,
45.021308,-109.375,56,56,48,TEXAS,5,,,,,,
45.021308,-108.75,56,56,48,TEXAS,5,,,,,,
45.021308,-108.125,56,56,48,TEXAS,5,,,,,,
45.021308,-107.5,56,56,48,TEXAS,5,,,,,,
45.021308,-106.875,56,56,48,TEXAS,5,,,,,,
45.021308,-106.25,56,56,48,TEXAS,5,,,,,,
45.021308,-105.625,56,56,48,TEXAS,5,,,,,,
45.021308,-105,56,56,48,TEXAS,5,,,,,,
45.021308,-104.375,56,56,48,TEXAS,5,,,,,,
45.021308,-103.75,56,56,48,TEXAS,5,,,,,,
45.021308,-103.125,56,56,48,TEXAS,5,,,,,,
45.021308,-102.5,56,56,48,TEXAS,5,,,,,,
45.021308,-101.875,56,56,48,TEXAS,5,,,,,,
45.021308,-101.25,56,56,48,TEXAS,5,,,,,,
45.021308,-100.625,56,56,48,TEXAS,5,,,,,,
45.021308,-100,56,56,48,TEXAS,5,,,,,,
45.021308,-99.375,56,56,48,TEXAS,5,,,,,,
45.021308,-98.75,56,56,48,TEXAS,5,,,,,,
45.021308,-98.125,56,56,48,TEXAS,5,,,,,,
45.021308,-97.5,56,56,48,TEXAS,5,,,,,,
45.021308,-96.875,56,56,48,TEXAS,5,,,,,,
45.021308,-96.25,56,56,48,TEXAS,5,,,,,,
45.021308,-95.625,56,56,48,TEXAS,5,,,,,,
45.021308,-95,56,56,48,TEXAS,5,,,,,,
45.021308,-94.375,56,56,48,TEXAS,5,,,,,,
45.021308,-93.75,56,56,48,TEXAS,5,,,,,,
45.021308,-93.125,56,56,48,TEXAS,5,,,,,,
45.021308,-92.5,56,56,48,TEXAS,5,,,,,,
45.021308,-91.875,56,56,48,TEXAS,5,,,,,,
45.021308,-91.25,56,56,48,TEXAS,5,,,,,,
45.021308,-90.625,56,56,48,TEXAS,5,,,,,,
45.021308,-90,56,56,48,TEXAS,5,,,,,,
45.021308,-89.375,56,56,48,TEXAS,5,,,,,,
45.021308,-88.75,56,56,48,TEXAS,5,,,,,,
45.021308,-88.125,56,56,48,TEXAS,5,,,,,,
45.021308,-85.625,56,56,48,TEXAS,5,,,,,,
45.021308,-85,56,56,48,TEXAS,5,,,,,,
45.021308,-84.375,56,56,48,TEXAS,5,,,,,,
45.021308,-83.75,56,56,48,TEXAS,5,,,,,,
45.021308,-71.25,56,56,48,TEXAS,5,,,,,,
45.021308,-70.625,56,56,48,TEXAS,5,,,,,,
45.021308,-70,56,56,48,TEXAS,5,,,,,,
45.021308,-69.375,56,56,48,TEXAS,5,,,,,,
45.021308,-68.75,56,56,48,TEXAS,5,,,,,,
45.021308,-68.125,56,56,48,TEXAS,5,,,,,,
45.021308,-67.5,56,56,48,TEXAS,5,,,,,,
45.646308,-123.75,56,56,48,TEXAS,5,,,,,,
45.646308,-123.125,56,56,48,TEXAS,5,,,,,,
45.646308,-122.5,56,56,48,TEXAS,5,,,,,,
45.646308,-121.875,56,56,48,TEXAS,5,,,,,,
45.646308,-121.25,56,56,48,TEXAS,5,,,,,,
45.646308,-120.625,56,56,48,TEXAS,5,,,,,,
45.646308,-120,56,56,48,TEXAS,5,,,,,,
45.646308,-119.375,56,56,48,TEXAS,5,,,,,,
45.646308,-118.75,56,56,48,TEXAS,5,,,,,,
45.646308,-118.125,56,56,48,TEXAS,5,,,,,,
45.646308,-117.5,56,56,48,TEXAS,5,,,,,,
45.646308,-116.875,56,56,48,TEXAS,5,,,,,,
45.646308,-116.25,56,56,48,TEXAS,5,,,,,,
45.646308,-115.625,56,56,48,TEXAS,5,,,,,,
45.646308,-115,1,1,48,TEXAS,5,,,,,,
45.646308,-114.375,1,1,48,TEXAS,5,,,,,,
45.646308,-113.75,1,1,48,TEXAS,5,,,,,,
45.646308,-113.125,1,1,48,TEXAS,5,,,,,,
45.646308,-112.5,1,1,48,TEXAS,5,,,,,,
45.646308,-111.875,1,1,48,TEXAS,5,,,,,,
45.646308,-111.25,1,1,48,TEXAS,5,,,,,,
45.646308,-110.625,1,1,48,TEXAS,5,,,,,,
45.646308,-110,1,1,48,TEXAS,5,,,,,,
45.646308,-109.375,1,1,48,TEXAS,5,,,,,,
45.646308,-108.75,1,1,48,TEXAS,5,,,,,,
45.646308,-108.125,1,1,48,TEXAS,5,,,,,,
45.646308,-107.5,1,1,48,TEXAS,5,,,,,,
45.646308,-106.875,1,1,48,TEXAS,5,,,,,,
45.646308,-106.25,1,1,48,TEXAS,5,,,,,,
45.646308,-105.625,1,1,48,TEXAS,5,,,,,,
45.646308,-105,1,1,48,TEXAS,5,,,,,,
45.646308,-104.375,1,1,48,TEXAS,5,,,,,,
45.646308,-103.75,1,1,48,TEXAS,5,,,,,,
45.646308,-103.125,1,1,48,TEXAS,5,,,,,,
45.646308,-102.5,1,1,48,TEXAS,5,,,,,,
45.646308,-101.875,1,1,48,TEXAS,5,,,,,,
45.646308,-101.25,1,1,48,TEXAS,5,,,,,,
45.646308,-100.625,1,1,48,TEXAS,5,,,,,,
45.646308,-100,1,1,48,TEXAS,5,,,,,,
45.646308,-99.375,1,1,48,TEXAS,5,,,,,,
45.646308,-98.75,1,1,48,TEXAS,5,,,,,,
45.646308,-98.125,1,1,48,TEXAS,5,,,,,,
45.646308,-97.5,1,1,48,TEXAS,5,,,,,,
45.646308,-96.875,1,1,48,TEXAS,5,,,,,,
45.646308,-96.25,1,1,48,TEXAS,5,,,,,,
45.646308,-95.625,1,1,48,TEXAS,5,,,,,,
45.646308,-95,4,4,48,TEXAS,5,,,,,,
45.646308,-94.375,4,4,48,TEXAS,5,,,,,,
45.646308,-93.75,4,4,48,TEXAS,5,,,,,,
45.646308,-93.125,4,4,48,TEXAS,5,,,,,,
45.646308,-92.5,4,4,48,TEXAS,5,,,,,,
45.646308,-91.875,4,4,48,TEXAS,5,,,,,,
45.646308,-91.25,4,4,48,TEXAS,5,,,,,,
45.646308,-90.625,4,4,48,TEXAS,5,,,,,,
45.646308,-90,4,4,48,TEXAS,5,,,,,,
45.646308,-89.375,4,4,48,TEXAS,5,,,,,,
45.646308,-88.75,4,4,48,TEXAS,5,,,,,,
45.646308,-88.125,4,4,48,TEXAS,5,,,,,,
45.646308,-87.5,4,4,48,TEXAS,5,,,,,,
45.646308,-85.625,4,4,48,TEXAS,5,,,,,,
45.646308,-85,4,4,48,TEXAS,5,,,,,,
45.646308,-84.375,4,4,48,TEXAS,5,,,,,,
45.646308,-70,4,4,48,TEXAS,5,,,,,,
45.646308,-69.375,4,4,48,TEXAS,5,,,,,,
45.646308,-68.75,4,4,48,TEXAS,5,,,,,,
45.646308,-68.125,4,4,48,TEXAS,5,,,,,,
46.271308,-123.125,4,4,48,TEXAS,5,,,,,,
46.271308,-122.5,4,4,48,TEXAS,5,,,,,,
46.271308,-121.875,4,4,48,TEXAS,5,,,,,,
46.271308,-121.25,4,4,48,TEXAS,5,,,,,,
46.271308,-120.625,4,4,49,UTAH,,,,,,,
46.271308,-120,4,4,49,UTAH,,,,,,,
46.271308,-119.375,4,4,49,UTAH,,,,,,,
46.271308,-118.75,4,4,49,UTAH,,,,,,,
46.271308,-118.125,4,4,49,UTAH,,,,,,,
46.271308,-117.5,4,4,49,UTAH,,,,,,,
46.271308,-116.875,4,4,49,UTAH,,,,,,,
46.271308,-116.25,4,4,49,UTAH,,,,,,,
46.271308,-115.625,4,4,49,UTAH,,,,,,,
46.271308,-115,4,4,49,UTAH,,,,,,,
46.271308,-114.375,4,4,49,UTAH,,,,,,,
46.271308,-113.75,4,4,49,UTAH,,,,,,,
46.271308,-113.125,4,4,49,UTAH,,,,,,,
46.271308,-112.5,4,4,49,UTAH,,,,,,,
46.271308,-111.875,4,4,49,UTAH,,,,,,,
46.271308,-111.25,4,4,49,UTAH,,,,,,,
46.271308,-110.625,4,4,49,UTAH,,,,,,,
46.271308,-110,4,4,49,UTAH,,,,,,,
46.271308,-109.375,4,4,49,UTAH,,,,,,,
46.271308,-108.75,4,4,49,UTAH,,,,,,,
46.271308,-108.125,4,4,49,UTAH,,,,,,,
46.271308,-107.5,4,4,49,UTAH,,,,,,,
46.271308,-106.875,4,4,49,UTAH,,,,,,,
46.271308,-106.25,4,4,49,UTAH,,,,,,,
46.271308,-105.625,4,4,49,UTAH,,,,,,,
46.271308,-105,4,4,49,UTAH,,,,,,,
46.271308,-104.375,4,4,49,UTAH,,,,,,,
46.271308,-103.75,4,4,49,UTAH,,,,,,,
46.271308,-103.125,4,4,49,UTAH,,,,,,,
46.271308,-102.5,4,4,49,UTAH,,,,,,,
46.271308,-101.875,4,4,49,UTAH,,,,,,,
46.271308,-101.25,4,4,49,UTAH,,,,,,,
46.271308,-100.625,4,4,49,UTAH,,,,,,,
46.271308,-100,4,4,49,UTAH,,,,,,,
46.271308,-99.375,4,4,49,UTAH,,,,,,,
46.271308,-98.75,4,4,49,UTAH,,,,,,,
46.271308,-98.125,4,4,49,UTAH,,,,,,,
46.271308,-97.5,4,4,49,UTAH,,,,,,,
46.271308,-96.875,4,4,49,UTAH,,,,,,,
46.271308,-96.25,4,4,49,UTAH,,,,,,,
46.271308,-95.625,4,4,49,UTAH,,,,,,,
46.271308,-95,4,4,49,UTAH,,,,,,,
46.271308,-94.375,4,4,49,UTAH,,,,,,,
46.271308,-93.75,4,4,49,UTAH,,,,,,,
46.271308,-93.125,4,4,49,UTAH,,,,,,,
46.271308,-92.5,4,4,49,UTAH,,,,,,,
46.271308,-91.875,4,4,49,UTAH,,,,,,,
46.271308,-91.25,4,4,49,UTAH,,,,,,,
46.271308,-90.625,4,4,49,UTAH,,,,,,,
46.271308,-90,4,4,49,UTAH,,,,,,,
46.271308,-89.375,4,4,49,UTAH,,,,,,,
46.271308,-88.75,5,5,49,UTAH,,,,,,,
46.271308,-88.125,5,5,49,UTAH,,,,,,,
46.271308,-87.5,5,5,49,UTAH,,,,,,,
46.271308,-86.875,5,5,49,UTAH,,,,,,,
46.271308,-86.25,5,5,49,UTAH,,,,,,,
46.271308,-85.625,5,5,49,UTAH,,,,,,,
46.271308,-85,5,5,49,UTAH,,,,,,,
46.271308,-84.375,5,5,50,VERMONT,1,,,,,,
46.271308,-70,5,5,50,VERMONT,1,,,,,,
46.271308,-69.375,5,5,50,VERMONT,1,,,,,,
46.271308,-68.75,5,5,50,VERMONT,1,,,,,,
46.271308,-68.125,5,5,50,VERMONT,1,,,,,,
46.896308,-123.75,5,5,50,VERMONT,1,,,,,,
46.896308,-123.125,5,5,50,VERMONT,1,,,,,,
46.896308,-122.5,5,5,51,VIRGINIA,4,,,,,,
46.896308,-121.875,5,5,51,VIRGINIA,4,,,,,,
46.896308,-121.25,5,5,51,VIRGINIA,4,,,,,,
46.896308,-120.625,5,5,51,VIRGINIA,4,,,,,,
46.896308,-120,5,5,51,VIRGINIA,4,,,,,,
46.896308,-119.375,5,5,51,VIRGINIA,4,,,,,,
46.896308,-118.75,5,5,51,VIRGINIA,4,,,,,,
46.896308,-118.125,5,5,51,VIRGINIA,4,,,,,,
46.896308,-117.5,5,5,51,VIRGINIA,4,,,,,,
46.896308,-116.875,5,5,51,VIRGINIA,4,,,,,,
46.896308,-116.25,5,5,51,VIRGINIA,4,,,,,,
46.896308,-115.625,5,5,51,VIRGINIA,4,,,,,,
46.896308,-115,5,5,51,VIRGINIA,4,,,,,,
46.896308,-114.375,5,5,51,VIRGINIA,4,,,,,,
46.896308,-113.75,5,5,51,VIRGINIA,4,,,,,,
46.896308,-113.125,5,5,51,VIRGINIA,4,,,,,,
46.896308,-112.5,5,5,51,VIRGINIA,4,,,,,,
46.896308,-111.875,5,5,51,VIRGINIA,4,,,,,,
46.896308,-111.25,5,5,51,VIRGINIA,4,,,,,,
46.896308,-110.625,5,5,51,VIRGINIA,4,,,,,,
46.896308,-110,5,5,51,VIRGINIA,4,,,,,,
46.896308,-109.375,5,5,51,VIRGINIA,4,,,,,,
46.896308,-108.75,5,5,51,VIRGINIA,4,,,,,,
46.896308,-108.125,5,5,51,VIRGINIA,4,,,,,,
46.896308,-107.5,5,5,51,VIRGINIA,4,,,,,,
46.896308,-106.875,5,5,53,WASHINGTON,,,,,,,
46.896308,-106.25,6,6,53,WASHINGTON,,,,,,,
46.896308,-105.625,6,6,53,WASHINGTON,,,,,,,
46.896308,-105,6,6,53,WASHINGTON,,,,,,,
46.896308,-104.375,6,6,53,WASHINGTON,,,,,,,
46.896308,-103.75,6,6,53,WASHINGTON,,,,,,,
46.896308,-103.125,6,6,53,WASHINGTON,,,,,,,
46.896308,-102.5,6,6,53,WASHINGTON,,,,,,,
46.896308,-101.875,6,6,53,WASHINGTON,,,,,,,
46.896308,-101.25,6,6,53,WASHINGTON,,,,,,,
46.896308,-100.625,6,6,53,WASHINGTON,,,,,,,
46.896308,-100,6,6,53,WASHINGTON,,,,,,,
46.896308,-99.375,6,6,53,WASHINGTON,,,,,,,
46.896308,-98.75,6,6,53,WASHINGTON,,,,,,,
46.896308,-98.125,6,6,53,WASHINGTON,,,,,,,
46.896308,-97.5,6,6,53,WASHINGTON,,,,,,,
46.896308,-96.875,6,6,53,WASHINGTON,,,,,,,
46.896308,-96.25,6,6,53,WASHINGTON,,,,,,,
46.896308,-95.625,6,6,53,WASHINGTON,,,,,,,
46.896308,-95,6,6,53,WASHINGTON,,,,,,,
46.896308,-94.375,6,6,53,WASHINGTON,,,,,,,
46.896308,-93.75,6,6,53,WASHINGTON,,,,,,,
46.896308,-93.125,6,6,53,WASHINGTON,,,,,,,
46.896308,-92.5,6,6,53,WASHINGTON,,,,,,,
46.896308,-88.75,6,6,53,WASHINGTON,,,,,,,
46.896308,-88.125,6,6,53,WASHINGTON,,,,,,,
46.896308,-69.375,6,6,53,WASHINGTON,,,,,,,
46.896308,-68.75,6,6,53,WASHINGTON,,,,,,,
46.896308,-68.125,6,6,53,WASHINGTON,,,,,,,
47.521308,-123.75,6,6,53,WASHINGTON,,,,,,,
47.521308,-123.125,6,6,53,WASHINGTON,,,,,,,
47.521308,-122.5,6,6,53,WASHINGTON,,,,,,,
47.521308,-121.875,6,6,53,WASHINGTON,,,,,,,
47.521308,-121.25,6,6,53,WASHINGTON,,,,,,,
47.521308,-120.625,6,6,53,WASHINGTON,,,,,,,
47.521308,-120,6,6,53,WASHINGTON,,,,,,,
47.521308,-119.375,6,6,53,WASHINGTON,,,,,,,
47.521308,-118.75,6,6,53,WASHINGTON,,,,,,,
47.521308,-118.125,6,6,53,WASHINGTON,,,,,,,
47.521308,-117.5,6,6,53,WASHINGTON,,,,,,,
47.521308,-116.875,6,6,53,WASHINGTON,,,,,,,
47.521308,-116.25,6,6,53,WASHINGTON,,,,,,,
47.521308,-115.625,6,6,53,WASHINGTON,,,,,,,
47.521308,-115,6,6,53,WASHINGTON,,,,,,,
47.521308,-114.375,6,6,53,WASHINGTON,,,,,,,
47.521308,-113.75,6,6,53,WASHINGTON,,,,,,,
47.521308,-113.125,6,6,53,WASHINGTON,,,,,,,
47.521308,-112.5,6,6,53,WASHINGTON,,,,,,,
47.521308,-111.875,6,6,53,WASHINGTON,,,,,,,
47.521308,-111.25,6,6,53,WASHINGTON,,,,,,,
47.521308,-110.625,6,6,53,WASHINGTON,,,,,,,
47.521308,-110,6,6,53,WASHINGTON,,,,,,,
47.521308,-109.375,6,6,53,WASHINGTON,,,,,,,
47.521308,-108.75,6,6,53,WASHINGTON,,,,,,,
47.521308,-108.125,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-107.5,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-106.875,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-106.25,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-105.625,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-105,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-104.375,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-103.75,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-103.125,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-102.5,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-101.875,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-101.25,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-100.625,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-100,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-99.375,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-98.75,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-98.125,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-97.5,6,6,54,WEST VIRGINIA,3,,,,,,
47.521308,-96.875,6,6,55,WISCONSIN,1,,,,,,
47.521308,-96.25,6,6,55,WISCONSIN,1,,,,,,
47.521308,-95.625,6,6,55,WISCONSIN,1,,,,,,
47.521308,-95,6,6,55,WISCONSIN,1,,,,,,
47.521308,-94.375,6,6,55,WISCONSIN,1,,,,,,
47.521308,-93.75,6,6,55,WISCONSIN,1,,,,,,
47.521308,-93.125,6,6,55,WISCONSIN,1,,,,,,
47.521308,-92.5,6,6,55,WISCONSIN,1,,,,,,
47.521308,-91.875,6,6,55,WISCONSIN,1,,,,,,
47.521308,-91.25,6,6,55,WISCONSIN,1,,,,,,
48.146308,-124.375,6,6,55,WISCONSIN,1,,,,,,
48.146308,-123.75,6,6,55,WISCONSIN,1,,,,,,
48.146308,-123.125,6,6,55,WISCONSIN,1,,,,,,
48.146308,-122.5,6,6,55,WISCONSIN,1,,,,,,
48.146308,-121.875,6,6,55,WISCONSIN,1,,,,,,
48.146308,-121.25,6,6,55,WISCONSIN,1,,,,,,
48.146308,-120.625,6,6,55,WISCONSIN,1,,,,,,
48.146308,-120,6,6,55,WISCONSIN,1,,,,,,
48.146308,-119.375,6,6,55,WISCONSIN,1,,,,,,
48.146308,-118.75,6,6,55,WISCONSIN,1,,,,,,
48.146308,-118.125,6,6,55,WISCONSIN,1,,,,,,
48.146308,-117.5,6,6,55,WISCONSIN,1,,,,,,
48.146308,-116.875,6,6,55,WISCONSIN,1,,,,,,
48.146308,-116.25,6,6,55,WISCONSIN,1,,,,,,
48.146308,-115.625,6,6,55,WISCONSIN,1,,,,,,
48.146308,-115,6,6,55,WISCONSIN,1,,,,,,
48.146308,-114.375,6,6,55,WISCONSIN,1,,,,,,
48.146308,-113.75,6,6,55,WISCONSIN,1,,,,,,
48.146308,-113.125,6,6,55,WISCONSIN,1,,,,,,
48.146308,-112.5,6,6,55,WISCONSIN,1,,,,,,
48.146308,-111.875,6,6,55,WISCONSIN,1,,,,,,
48.146308,-111.25,6,6,55,WISCONSIN,1,,,,,,
48.146308,-110.625,6,6,55,WISCONSIN,1,,,,,,
48.146308,-110,6,6,55,WISCONSIN,1,,,,,,
48.146308,-109.375,6,6,55,WISCONSIN,1,,,,,,
48.146308,-108.75,6,6,55,WISCONSIN,1,,,,,,
48.146308,-108.125,6,6,55,WISCONSIN,1,,,,,,
48.146308,-107.5,8,8,55,WISCONSIN,1,,,,,,
48.146308,-106.875,8,8,55,WISCONSIN,1,,,,,,
48.146308,-106.25,8,8,55,WISCONSIN,1,,,,,,
48.146308,-105.625,8,8,55,WISCONSIN,1,,,,,,
48.146308,-105,8,8,55,WISCONSIN,1,,,,,,
48.146308,-104.375,8,8,56,WYOMING,0,,,,,,
48.146308,-103.75,8,8,56,WYOMING,0,,,,,,
48.146308,-103.125,8,8,56,WYOMING,0,,,,,,
48.146308,-102.5,8,8,56,WYOMING,0,,,,,,
48.146308,-101.875,8,8,56,WYOMING,0,,,,,,
48.146308,-101.25,8,8,56,WYOMING,0,,,,,,
48.146308,-100.625,8,8,56,WYOMING,0,,,,,,
48.146308,-100,8,8,56,WYOMING,0,,,,,,
48.146308,-99.375,8,8,56,WYOMING,0,,,,,,
48.146308,-98.75,8,8,56,WYOMING,0,,,,,,
48.146308,-98.125,8,8,56,WYOMING,0,,,,,,
48.146308,-97.5,8,8,56,WYOMING,0,,,,,,
48.146308,-96.875,8,8,56,WYOMING,0,,,,,,
48.146308,-96.25,8,8,56,WYOMING,0,,,,,,
48.146308,-95.625,8,8,56,WYOMING,0,,,,,,
48.146308,-95,8,8,56,WYOMING,0,,,,,,
48.146308,-94.375,8,8,56,WYOMING,0,,,,,,
48.146308,-93.75,8,8,56,WYOMING,0,,,,,,
48.146308,-93.125,8,8,56,WYOMING,0,,,,,,
48.146308,-92.5,8,8,56,WYOMING,0,,,,,,
48.146308,-91.875,8,8,56,WYOMING,0,,,,,,
48.771308,-122.5,8,8,56,WYOMING,0,,,,,,
48.771308,-121.875,8,8,56,WYOMING,0,,,,,,
48.771308,-121.25,8,8,56,WYOMING,0,,,,,,
48.771308,-120.625,8,8,56,WYOMING,0,,,,,,
48.771308,-120,8,8,56,WYOMING,0,,,,,,
48.771308,-119.375,8,8,56,WYOMING,0,,,,,,
48.771308,-118.75,8,8,56,WYOMING,0,,,,,,
48.771308,-118.125,8,8,56,WYOMING,0,,,,,,
48.771308,-117.5,8,8,56,WYOMING,0,,,,,,
48.771308,-116.875,8,8,56,WYOMING,0,,,,,,
48.771308,-116.25,8,8,56,WYOMING,0,,,,,,
48.771308,-115.625,8,8,56,WYOMING,0,,,,,,
48.771308,-115,8,8,56,WYOMING,0,,,,,,
48.771308,-114.375,8,8,56,WYOMING,0,,,,,,
48.771308,-113.75,8,8,56,WYOMING,0,,,,,,
48.771308,-113.125,8,8,56,WYOMING,0,,,,,,
48.771308,-112.5,8,8,56,WYOMING,0,,,,,,
48.771308,-111.875,8,8,56,WYOMING,0,,,,,,
48.771308,-111.25,8,8,56,WYOMING,0,,,,,,
48.771308,-110.625,8,8,56,WYOMING,0,,,,,,
48.771308,-110,8,8,56,WYOMING,0,,,,,,
48.771308,-109.375,8,8,56,WYOMING,0,,,,,,
48.771308,-108.75,8,8,56,WYOMING,0,,,,,,
48.771308,-108.125,8,8,56,WYOMING,0,,,,,,
48.771308,-107.5,8,8,56,WYOMING,0,,,,,,
48.771308,-106.875,8,8,56,WYOMING,0,,,,,,
48.771308,-106.25,8,8,56,WYOMING,0,,,,,,
48.771308,-105.625,8,8,56,WYOMING,0,,,,,,
48.771308,-105,8,8,56,WYOMING,0,,,,,,
48.771308,-104.375,8,8,56,WYOMING,0,,,,,,
48.771308,-103.75,8,8,56,WYOMING,0,,,,,,
48.771308,-103.125,8,8,56,WYOMING,0,,,,,,
48.771308,-102.5,8,8,56,WYOMING,0,,,,,,
48.771308,-101.875,8,8,56,WYOMING,0,,,,,,
48.771308,-101.25,8,8,56,WYOMING,0,,,,,,
48.771308,-100.625,8,8,56,WYOMING,0,,,,,,
48.771308,-100,8,8,56,WYOMING,0,,,,,,
48.771308,-99.375,8,8,56,WYOMING,0,,,,,,
48.771308,-98.75,8,8,56,WYOMING,0,,,,,,
48.771308,-98.125,8,8,56,WYOMING,0,,,,,,
48.771308,-97.5,9,9,56,WYOMING,0,,,,,,
48.771308,-96.875,9,9,56,WYOMING,0,,,,,,
48.771308,-96.25,9,9,56,WYOMING,0,,,,,,
48.771308,-95.625,9,9,56,WYOMING,0,,,,,,
48.771308,-95,9,9,56,WYOMING,0,,,,,,
